at,userName,score,content
2019-07-16 08:42:49,Pengguna Google,5,"awalnya gue ga suka minum kopi , tapi setelah di tawarin temen buat nyobain fore coffee gue jadi kaya kaget gitu karna nikmat banget , fav gue iced pandan latte sama iced roasted latte . pokoknya itu gaada duanya dah asli enak enak bangettttt. ga nyesel pokoknya gue minum kopi di fore coffee"
2019-07-16 08:38:41,Pengguna Google,5,oke good job...tpi saya ga ngerti dikirim apa diambil order freenya...thks
2019-07-16 08:35:01,Pengguna Google,1,hoak coffee promo bgst
2019-07-16 08:32:46,Pengguna Google,5,Kopi Dengan rasa yang mantap (7385AB)
2019-07-16 08:15:40,Pengguna Google,1,promonya kurang banyak
2019-07-16 08:09:31,Pengguna Google,4,sukses
2019-07-16 08:04:11,Pengguna Google,5,"Pertama Kali Ada Aplikasi Bisa Dapet Kopi Gratis, Rasanya Enak Banget Lagi. Bukan Kaleng2 Top Deh Pokoknya😁👍 371FE7"
2019-07-16 07:35:16,Pengguna Google,5,sangat cocok untuk minum kopi yang lagi boke
2019-07-16 07:29:42,Pengguna Google,5,basus
2019-07-16 07:21:41,Pengguna Google,5,ok
2019-07-16 06:41:36,Pengguna Google,1,"kalo boleh jujur soal rasa kopinya pait. gak pake gula atau emang terlalu sedikit gulanya, pernah nyobain yg cream coklat, gak ada rasa sama sekali, gak manis , dan gak berasa coklat nya. masih mending coklat pop ice yg sasetan deh.. free sih. tpi jgn mentang"" free bikinnya gak enak.. kalo beli mah ogah deh dgn harga 35 ribu tpi rasanya mengecewakan.."
2019-07-16 06:40:30,Pengguna Google,5,bagus gratisnya
2019-07-16 06:31:36,Pengguna Google,5,"Pertama kali coba Fore tentunya karena promo, jelas. Setelah mencoba varian Cappucino-nya, wow, surprisingly great taste. Simply pas aja rasanya. Dan sekarang saya tertarik sekali dengan fitur “Coffee Subscription”."
2019-07-16 06:23:19,Pengguna Google,5,baik
2019-07-16 06:15:13,Pengguna Google,5,top
2019-07-16 06:12:05,Pengguna Google,5,enak maknyus
2019-07-16 06:10:46,Pengguna Google,5,enak kopi nya
2019-07-16 05:54:12,Pengguna Google,5,mantap
2019-07-16 05:35:49,Pengguna Google,4,rasa kopi nya enak dan hrga terjangkau😁
2019-07-16 05:29:56,Pengguna Google,2,bisa di bantu kenapa pas mau masuk aplikasi langsung keluar gitu aja yaa?? padahal aku udah ada 4 voucher kopi gratisnya.
2019-07-16 05:26:24,Pengguna Google,5,"very good coffe , and i love it . D22ABF"
2019-07-16 04:48:10,Pengguna Google,5,top
2019-07-16 04:43:14,Pengguna Google,5,0288B7 mantap euy kopinya..harganya juga pas dikantong..banyak pula diskon dan promonya.. pokonya Mantul Bennneeerr daah.
2019-07-16 04:27:41,Pengguna Google,5,Let's FOREver be friends! Your buddy wants to delight you with Pertama kali tau Fore Coffee karena te Tau Fore Coffee dari kakak ku yang dapet kopi gratis enak dan sama sekali gratis tiss.. Ga pake lama langsung aja download app nya di playstore .Tanpa ba bi bu pesen yg Iced Pandan Latte dan kurir grab cepet banget pick up. Setelah sampai ternyata beneran gratis sampe ongkirnya walaupun gratis aku tetep kasih untuk abang grab nya karena biar sama2 dapet rezeki pagi inii.. thanks uu Fore Coffe 💙
2019-07-16 04:11:56,Pengguna Google,5,good drink
2019-07-16 03:43:19,Pengguna Google,5,"rasanya pas, kemasannya oke!"
2019-07-16 03:22:12,Pengguna Google,5,mantab
2019-07-16 03:05:18,Pengguna Google,5,"DEE979 Pertama kali nyobain forecoffe dari suamiku, saya sangat menikmatinya, karena saya sangat menyukai rasa cappuccino. Berhenti mencari yang sempurna untuk kau cintai, lebih baik cintai secangkir kopi, karena kopi dapat langsung kau nikmati untuk mengusir kegalauanmu. pesanlah kopi di forecoffe ; Nikmat karena banyak menu rasanya, Murah karena banyak promonya, Praktis karena dikirim langsung ke tempat tujuan."
2019-07-16 02:51:09,Pengguna Google,5,lumayan
2019-07-16 02:18:17,Pengguna Google,3,"ngakak, isi tanggal lahir harus scroll kalender dari 2019 ke tahun lahir mu 😂😂😂 kesian yang udah tua scroll kalender ampe bete"
2019-07-16 01:36:12,Pengguna Google,5,"bener mantab ni fore coffee , enak semua coffee nya mantab sukses terus fore coffe , sebagai penikmat coffe saya merasa senang di kasih coffe gratis pertama kali . ❤️❤️❤️❤️😍"
2019-07-15 23:14:04,Pengguna Google,5,cepat
2019-07-15 18:52:55,Pengguna Google,4,good
2019-07-15 16:31:41,Pengguna Google,5,mantap jaya terus
2019-07-15 16:01:43,Pengguna Google,5,"pelayananny bagus, dapat free pula"
2019-07-15 15:11:23,Pengguna Google,5,thanks untuk free fore cofeenya
2019-07-15 14:21:26,Pengguna Google,5,mantap jiwa promonya
2019-07-15 14:16:25,Pengguna Google,5,fore coffe pertama kali tau karena orderan dari grab ekspres.wow begitu banyak yang order .trus ada teman bilang suruh download app fore coffe kalau mau dapat free 1 coffe.setelah download & share ke teman dapet dah voucher free 1 coffe.selang beberapa hari saya tukar voucher itu disalah satu fore coffe di margonda dan saya pesan iced latte.setelah dicoba emm nice rasanya harum bau kopinya bikin mood fresh lagi n kemasan yang praktis memudahkan untuk diminum.recomended pokonya.tks CD113D
2019-07-15 14:09:37,Pengguna Google,5,"Thanks for free Coffee, Fore"
2019-07-15 14:06:26,Pengguna Google,5,mudah di mengerti
2019-07-15 14:02:30,Pengguna Google,5,"19EDF6 Pengalaman baru bagi pecinta kopi Fore Coffee pertama ku Hot Soy Cafe Latte, tak ku duga dapat pengalaman beda dari kopi yang bisasanya ku minum. Kemasannya rapih, simple, terkesan keren dan rasanya sekali di sruput..bikin penasaran 😀. Rekomended buat pencinta kopi dan yang suka praktis, kopinya siap di antar ke mana saja."
2019-07-15 13:58:35,Pengguna Google,5,coffenya enak favorit iced watermelon latte sumpah parah enak
2019-07-15 12:39:44,Pengguna Google,5,"promonya mantep tp knp abis update versi terbaru jd gabisa masuk ke apknya ? selalu kepental tiap mau masuk ke apk , mohon di perbaiki"
2019-07-15 12:39:26,Pengguna Google,5,forecoffee mantaaaap
2019-07-15 12:28:45,Pengguna Google,5,0C6825 fore coffe suksesz
2019-07-15 12:26:32,Pengguna Google,5,mantap
2019-07-15 12:12:46,Pengguna Google,5,"jujur sebenernya ini cuma coba-coba berhubung 2 teman ngeshare tentang kopi gratis ini.. trus tertariklah aku,aku coba pesen dan taunya bener gratis..udh cepet pengirimannya..pas aku minum wauw rasanya itu ngebuat aku pengen minum lagi dan lagi..enak banget...sukses terus lah buat Fore Coffe..sering-sering yak kasih gratisnya hehehehe / 2 D 4 E D 4"
2019-07-15 11:53:54,Pengguna Google,5,"awal gue download karena gue emang suka banget coffee. setiap ngampus atau sekedar mau nongkrong selalu ngopi. Ga sengaja liat App ""Fore coffee"" lagi promo coy, tertarik jadi pengen coba si. ternyata gue ketagihan sama coffe ini. Aneh nya, tadi gue gasuka menu Matcha, entah Matcha disini rasa nya lain. bikin gue jd makin semangaat. gue promoin ke temen temen biar mereka coba dan lumayan gue juga dapet voucer free. yuhuuu ... pengiriman juga cepet, lumayan menghemat waktu di jam istirahat. good!"
2019-07-15 11:51:42,Pengguna Google,5,ok
2019-07-15 11:34:31,Pengguna Google,5,mantap bosku
2019-07-15 11:22:21,Pengguna Google,5,gratis
2019-07-15 10:44:33,Pengguna Google,5,Mantap
2019-07-15 10:33:57,Pengguna Google,4,oke
2019-07-15 10:09:22,Pengguna Google,4,mantep
2019-07-15 10:00:52,Pengguna Google,5,mantabbb nih apk
2019-07-15 09:48:22,Pengguna Google,5,aplikasi keren bermanfaat recomended bgt
2019-07-15 09:41:23,Pengguna Google,5,ok
2019-07-15 09:26:02,Pengguna Google,5,mantap
2019-07-15 09:21:49,Pengguna Google,5,Mantab GRATISANNYA
2019-07-15 09:17:25,Pengguna Google,5,kopi nya sangat nikmat dan menguntungkan buat pengguna baru.semoga sukses selalu fore coffe amin2 yra (cf4892)
2019-07-15 09:16:45,Pengguna Google,5,mantapp
2019-07-15 09:14:29,Pengguna Google,5,Awal tau Fore Coffee di kasih link sama suami untuk download biar dapat coffee gratisan...Pertama coba Iced Latte dan ternyata coffee lattenya mantap banget dan akhirnya rekomendasiin deh ke teman kantor supaya download aplikasi Fore Coffee😁Alhamdulillah dapat voucher tambahan juga jadi bisa order lagi cobain varian yg lain dan yang paling KEREN Fore Coffe ini GO GREEN banget...#509F88#
2019-07-15 09:11:39,Pengguna Google,5,mantap rasanya dibandingkan yg lain dah
2019-07-15 08:41:22,Pengguna Google,5,makasih fore aplikasinya seriusan free ya bner free...next order rasa lain.. thx fore
2019-07-15 08:39:57,Pengguna Google,5,good
2019-07-15 08:35:51,Pengguna Google,3,"maaf ya review jujur aj.. kopinya enak saya suka tapi saya ga suka dgn aplikasinya.. kalau pesan saya ga bs request miss minta coffenya soft aj ga strong , saya beberapa kli beli krn suka tapi lewat gofood krn bs request, trus ga bs pakai ovo point ternyata klo beli di web padahal ad pilihan bayar pakai ovo..nomor refeal id jg saya ga jelas yg mana adnya invite code.. pokoknya app nya ga ok.. krn bnyk disc aj, tapi saya tetap belinya pakai gofood aj"
2019-07-15 08:34:27,Pengguna Google,5,sangat bagus
2019-07-15 08:11:50,Pengguna Google,5,Baru pertama kali ke fore langsung di tawarin aplikasi ini di fore kotu... Thanks fore for free coffee
2019-07-15 07:58:21,Pengguna Google,5,good
2019-07-15 07:58:18,Pengguna Google,5,mantap
2019-07-15 07:53:52,Pengguna Google,5,"71c756... ada wa masuk dari pacar, eh ternyata dia minta download fore coffee, karna aku penasaran aku download deh app nya, yeew ternyata aku dapat FREE 1 CUP coffe dan rasanya enak banget, jujur aku gak suka coffee dan entah knapa setelah nyobain coffee ini aku jdi ketagihan, karna aku gak mau nikmatin sendiri aja aku share deh ke teman"" aku. mumpung dipertengahan bulan, dpat coffee gratis. biar hemat hehehhee..."
2019-07-15 07:52:28,Pengguna Google,2,aku gak tau seru atau engga jadi aku kasih bintang 2 dulu ya
2019-07-15 07:48:05,Pengguna Google,1,masalah alamat nya ga bisa terus gmn sih! buruk
2019-07-15 07:47:27,Pengguna Google,5,cepat
2019-07-15 06:58:05,Pengguna Google,1,gak bisa dibuka aplikasinya
2019-07-15 06:57:05,Pengguna Google,1,Buruk sekali karena tidak memberikan sms konfirmarsi. pelanggan dibuat menunguu
2019-07-15 06:53:00,Pengguna Google,5,TOP BGT 8D950F
2019-07-15 06:22:34,Pengguna Google,1,Ko ga bisa delivery? Nulis alamat malah ga bisa gimana ini!
2019-07-15 06:04:19,Pengguna Google,5,good
2019-07-15 05:45:16,Pengguna Google,5,ok
2019-07-15 05:33:20,Pengguna Google,5,kopi yg beda
2019-07-15 05:03:29,Pengguna Google,5,mantul
2019-07-15 04:51:17,Pengguna Google,5,bagus
2019-07-15 04:47:24,Pengguna Google,5,bagus
2019-07-15 04:24:43,Pengguna Google,5,"Awalnya nyoba kopi fore nih, itu berawal dari kita yg pecinta kopi iseng mau jalan2 kliling jakarta sekalian mau nyari2 kopi yg lagi kekinian, nah dapat saran lah dari teman abang gw tu, katanya cobain fore enak trus pesennya jg ga riber harus ngantri, bisa langsung di aplikasi, bisa pickup bisa delivery jg. dicobalah itu donlot, ehh ternyata pengguna pertama dpt gratis, semangat dahh kita, dan emang rasa kopinya nikmat jg sih, jdi kesni2nya pesan kopi biar ga ribet yah di fore aja."
2019-07-15 04:12:30,Pengguna Google,5,kode Ref :180671 pertama tau Fore coffe dri iklan di IG.. iseng iseng ngikutin perintah nya eh dapet free coffe .. bgtu dteng langsung di cobain good taste banget dah dan apk nya juga membantu hd ga perlu ribet ribet lgi klo soal urusan ngopi di kantor hehe.. berawal dari ke isengan jd ketagihan deh #goodjob fore coffe
2019-07-15 04:12:25,Pengguna Google,1,"sejak kemarin login tidak bisa, tidak dapat sms kode verifikasi"
2019-07-15 04:03:36,Pengguna Google,5,"pas pertama kali dapet voucher gratis dari fore coffe dikira itu hoax/bohongan dann ternyataaa setelahhh dicobaaa hasilnyaa emang beneraann dan ga hoax rasa kopinyaa punn mantepp bngtt, fore coffe is the best deh pokoknyaaa /E80942"
2019-07-15 03:49:33,Pengguna Google,3,CUSTOMER SERVICENYA KURANG CPT RESPONNYA
2019-07-15 03:04:31,Pengguna Google,4,lumayan tapi gratis nya cm 1 x heheheh
2019-07-15 02:07:58,Pengguna Google,3,update an nya byk bgt sih & mesti di update dulu baru bisa di pake kan jd makan memory byk
2019-07-14 21:29:21,Pengguna Google,5,"sukak bangett bangettt sama kopi nya Fore Coffe!!!!! aku yang gak sukak kopi sekarang jadi sesuka ituhh dong sama kopi😍 Awal nyoba tuh cuma iseng-iseng yakan eh keterusannnn😅 paling sukak sama kopinya Fore Coffe yg Watermelon,Choco nuts🖤 wahh the best lah pokoknya🖤🖤🖤 tengkyuu Fore Coffe udah buat aku jadi pecandu kopi!!!!!!"
2019-07-14 19:49:54,Pengguna Google,5,"Walaupun pertama kali nyobain kopi ini secara free, tapi kesan pertama yang saya dapat mulai dari rasanya yang enak dan menu yang beda dari toko kopi lainnya, design cupnya juga bagus banget ga terlihat murahan. Dan Fore Coffee ini juga gak pelit promo! Btw, dari semua yang udah aku coba, aku paling suka rasa kopi hojicha, yang sekarang jadi menu favourite aku, hojichanya teh mantep pisannn euy 😍👍"
2019-07-14 18:08:57,Pengguna Google,5,gratis tapi kopi nya B aja . enakan juga kopi janji jiwa yg 18 ribuan.
2019-07-14 16:41:04,Pengguna Google,5,"404897 kopi jaman now banget ini , mudah, praktis, no ribet, no rempong, uhhh senengnya hatiku get free cup coffee, rasanya ngga ngecewain banget , worth it deh pokoknya , buat yang belum nyoba kalian wajib coba yaa, dijamin nagih deh heheh"
2019-07-14 14:32:35,Pengguna Google,5,awalnya sempet bertanya tanya banyak yg posting kopi gratis nah krna penasaran cari2 ternyata sepupu ngasih tau hrs donwload aplikasinya n dpt kopi gratis ternyata pas di coba coba bener dpt kopi gratis karena w suka bgt ice coklat w cobain deh ice creamy coklatnya di fore Coffee ternyata the Best bgt rasanya bikin nagih bgt rasanya sampe tetesan terakhir pun msih berasa rasa coklatnya itu hmm.. wenak tenan ketagihan sama rasa coklatnya yg nendang dari mulut ke lidah masuk tenggorokan sampe perut
2019-07-14 14:19:58,Pengguna Google,5,nikmat
2019-07-14 13:40:39,Pengguna Google,5,yupp
2019-07-14 13:34:34,Pengguna Google,5,berharap dpt kopi gratis wkwk
2019-07-14 13:30:27,Pengguna Google,5,mantap kopinya enak
2019-07-14 13:28:21,Pengguna Google,5,mantap 👍
2019-07-14 13:12:52,Pengguna Google,5,"knpa kode verifikasi login via sms gk ada,pdahal ud 4hari daftarnya"
2019-07-14 13:11:38,Pengguna Google,1,kok sya gk kekirim code verivikasi sya padahal nomer hp sya baru di beli kok malah gk terkirim code verivikasinya wah gk jelas
2019-07-14 13:07:41,Pengguna Google,4,bagus sekali ini cuy
2019-07-14 13:00:56,Pengguna Google,5,"wenak lur, bukan kalemg kaleng my reveral 005E23"
2019-07-14 12:53:33,Pengguna Google,5,mantul
2019-07-14 12:44:36,Pengguna Google,5,lokal mantul
2019-07-14 12:22:34,Pengguna Google,5,ok
2019-07-14 12:07:54,Pengguna Google,3,Menurut saya harus di tingkat kan rasa nya sama harusnya di tutup pres jadi tidak tumpah 2
2019-07-14 12:03:21,Pengguna Google,5,mantullll
2019-07-14 11:39:03,Pengguna Google,5,terimakasih Fore Coffee
2019-07-14 11:06:37,Pengguna Google,1,Beli tidak menggunakan kode promo menggunakkan dana tapi pesanan tidak sampai sampai aneh
2019-07-14 10:54:17,Pengguna Google,4,Makasih ya
2019-07-14 10:36:41,Pengguna Google,5,😁makasih program nya
2019-07-14 10:22:30,Pengguna Google,4,thanks fore coffee
2019-07-14 10:06:56,Pengguna Google,3,kok ga bisa login... padahal sudah punya account
2019-07-14 09:54:06,Pengguna Google,5,mantaf
2019-07-14 09:49:10,Pengguna Google,5,"refferal code: 8FAFEB. pertama kali tau dari temen. agak kurang percaya gitu kalo kopi nya gratisan, eh ternyata bener gratis dong. pertama kali coba yg iced hojicha latte, greentea nya berasa bgttttt, sukaaa. tapi sekarang lebih suka iced pandan latte, enak bgt sumpah gaboong! kopi nya pas rasanya. gangerti lg sih ini recommended banget fix. terimakasih fore coffee"
2019-07-14 09:03:50,Pengguna Google,4,good
2019-07-14 08:28:53,Pengguna Google,5,berak
2019-07-14 08:28:24,Pengguna Google,5,top bgt
2019-07-14 08:28:17,Pengguna Google,5,enak jg kopi nya
2019-07-14 08:20:51,Pengguna Google,5,top
2019-07-14 08:18:14,Pengguna Google,4,good
2019-07-14 07:57:44,Pengguna Google,5,fore coffee bagus aplikasinya😍😍
2019-07-14 07:56:54,Pengguna Google,1,"Pertama kali dapet link kopi gratis dari temen, tadinya gak percaya. Setelah dibuktikan, iseng sih, dan wow hebat ternyata beneran dapet, gratis ongkir juga. Jadi tertarik dengan rasanya yg kelas atas punya. Asli, kopi anak bangsa. salut Fore Coffee"
2019-07-14 07:48:26,Pengguna Google,5,"fore keren walaupun free kopi nya tetap enak ga abal"" thx fore bisa minum kopi gratis 😁😁😁😁😁 CDB976"
2019-07-14 07:48:10,Pengguna Google,1,disuruh login dengan tulis no hp tapi ga ada feedback balesan nomor melalui sms udah biasa tapi waktu saya tanya ke barisata mereka cuma bilang tuh dengan muka merendahkan seakan saya orang kampung yang baru megang hape. kayaknya ga worth it buat dapet kopi gratisan
2019-07-14 07:20:40,Pengguna Google,5,"E B1985.fore coffee benar"" mantul,,rasa coffee ny pas...gak nyesel download aplikasi ny...bukan karena free ny... tapi pelayanan ,free dan diskonny gak PHP... good luck..."
2019-07-14 06:41:08,Pengguna Google,5,good
2019-07-14 06:13:24,Pengguna Google,5,"makasih fore coffe,aku udj berkali2 nyobain kopi gratis nya"
2019-07-14 04:49:15,Pengguna Google,2,Udah coba beberapa kali login masukin no hp tapi ga ada balesan sms code nya. ini knapa ya?
2019-07-14 04:46:02,Pengguna Google,5,"809E96 / yg berani ngasih kopi gratis cuma fore coffee, pertama kali order yg iced pandan latte langsung jatuh cinta, ini kopi enak, manisnya pas, kemasannya cakep, sayang kalo cup nya di buang.hehe. beberapa kali order pake aplikasi dianter pake abang grab, tp saya suka beli langsung di fore coffee senopati, tempatnya nyaman, instagramable lagi. mantap lah fore coffee. sukses selalu 😊"
2019-07-14 04:08:14,Pengguna Google,1,ko aku nggak dapet code nya
2019-07-14 02:34:27,Pengguna Google,5,good
2019-07-13 20:46:46,Pengguna Google,5,SANGAT MEMUDAHKAN UNTUK PECINTA KOPI 0CD042
2019-07-13 17:56:17,Pengguna Google,5,"gokil banget sekarang mesen kopi tinggal pake jempol doang langsung dateng ke alamat tujuan, mana kopinya enak enak bener lagi, banyak diskonan, bisa dapetin kopi gratisan juga jon, udah gitu aplikasinya keren bener lagi, mudah di mengerti, kaga bikin puyeng, kalo buat bayar udah konek sama dana, udah kaga perlu ribet lagi dah pokoknya, terima kasih fore coffee sudah memudahkan kami para kaum adam penikmat kopi, sumpah kagum !!!"
2019-07-13 16:33:01,Pengguna Google,5,mantull banget rasanya kopi nya
2019-07-13 15:25:35,Pengguna Google,5,mantapp
2019-07-13 15:02:14,Pengguna Google,1,pertama kali nyoba kecewa berat
2019-07-13 14:50:25,Pengguna Google,5,Mantaaf. Pengiriman cepat sampai. Makasih promo na. Semoga sukses & banyak pelanggannya
2019-07-13 14:34:13,Pengguna Google,5,kereeennn
2019-07-13 14:25:09,Pengguna Google,5,"kesan pertama cicipi fore coffee dengan order hot cappuccino,tadinya sempat ragu untuk order coffee karena sempat trauma sakit maag saya takut kambuh setiap minum coffee lalu saya ingin mencoba fore coffee dan ternyata pas saya minum penyakit maag saya tidak kambuh lalu saya habiskan hingga tetes terakhir, langsung mata saya terasa tidak mengantuk dan cocok untuk kerja malam atau kerja di lapangan supaya dapat konsentrasi yg full, ok sekian pengalaman saya sukses selalu fore coffee"
2019-07-13 13:40:50,Pengguna Google,1,ini knp ga bisa di buka ya.parah bgt
2019-07-13 13:23:26,Pengguna Google,5,mantap kopi gratis
2019-07-13 13:17:49,Pengguna Google,5,2916C4 pengiriman sgt cpt..rasa nya mantep..👍👍👍
2019-07-13 13:15:11,Pengguna Google,5,istimewah
2019-07-13 13:00:40,Pengguna Google,5,mantap promo diskonnya kopinya juga enak saya sukak
2019-07-13 12:53:58,Pengguna Google,1,tebir
2019-07-13 12:48:31,Pengguna Google,5,fore cofee is the best
2019-07-13 12:46:17,Pengguna Google,5,mantap👍
2019-07-13 12:45:46,Pengguna Google,5,9027D2 sangat menyenangkan. coffe nya mantap
2019-07-13 12:38:01,Pengguna Google,5,"6AB04F awalnya liat cofee shope ini,kaya tempat mahal gitu,pas diliat liat kok makin lama makin rame,ternyata promonya beppp bejibun,trusss mantulll ajaib bgt ,jelas bgt promonya ,yawdah cusss download dan ternyata ameizing beneran bgt ,kopinya jg nikmat,santai dirumah abis nidurin si kecil,sambil selonjoran dikit,nikmatin kopinya srupuuuuutttt ajah ,beuhhhh wajjibbb coba beppph .."
2019-07-13 12:17:11,Pengguna Google,5,"Referal 5B1449, Pertama Saya Download Dan Tau Aplikasi Fore Coffee Itu Dari Teman Saya Yang Mendapatkan 1 Cup Gratis Bagi Pengguna Baru Dan Saya Mencoba Download Aplikasi Tersebut Dan Benar² Real Mendapatkan 1 Cup Coffee Gratis Dan Saya Mencoba Memesan Varian Iced Honey Latte Dan Tidak Lama Kemudian Datang 1 Cup Iced Lalu Saya Mencobanya Langsung Ternyata Itu Enak Banget Apalagi Madunya Itu Berasa Banget Dan Masih Banyak Juga Promo² Di Aplikasi Tersebut Dijamin Enak Dan Puas, Thanks Fore Coffee🙏"
2019-07-13 12:01:38,Pengguna Google,5,Delisious
2019-07-13 11:33:49,Pengguna Google,5,👍
2019-07-13 11:12:33,Pengguna Google,5,"coffe kekinian, thanks for gift"
2019-07-13 10:31:51,Pengguna Google,5,"Dengan adanya aplikasi sangat membantu dalam pemesanan, dan banyak promo2 menarik di aplikasinya. Semoga makin banyak promo-promo nya hehehe. (3BF653)"
2019-07-13 10:31:17,Pengguna Google,3,ini kenapa gabisa di donlot?
2019-07-13 10:30:55,Pengguna Google,5,awalnya tidak percaya tetapi setelah di buktikan sendiri memang fore coffee yg bisa memberikan kepuasan bagi para pecinta kopi gunakan referall untuk berbagi kenikmatan fore coffee 73E190
2019-07-13 10:23:16,Pengguna Google,1,bapuk
2019-07-13 09:44:59,Pengguna Google,1,ga bisa di buka
2019-07-13 09:28:12,Pengguna Google,5,mantap kopinya
2019-07-13 08:55:24,Pengguna Google,5,Free Coffee 😄 Thank you Fore Coffee 👍👍👍
2019-07-13 08:31:41,Pengguna Google,5,bagus sekaliiiiiii aku sukaaa
2019-07-13 08:30:55,Pengguna Google,5,menarik
2019-07-13 07:51:54,Pengguna Google,5,"pokoknya cukup 1 kata, MANTUL sob"
2019-07-13 07:31:12,Pengguna Google,5,enaaaa
2019-07-13 07:27:26,Pengguna Google,5,top bgt promonya!!
2019-07-13 06:45:59,Pengguna Google,5,"988EBE pas pertama tau fore itu dari temen katanya lagi ada promo ya udah aku cobain deh, pas order pertama tentu aja free dong karena lagi ada promo aku milih matcha sumpahhh enak banget, udah gratis enak lagi😍😍 salut deh buat fore,"
2019-07-13 06:42:33,Pengguna Google,5,mantap
2019-07-13 06:37:47,Pengguna Google,5,Sementara....
2019-07-13 06:10:23,Pengguna Google,1,"aplikasi slow respon,karena saya nanya ke CS ya ga dijawab2 ketika ingin bertanya delivery"
2019-07-13 05:56:34,Pengguna Google,5,pengalaman saya saat pertama kali yaitu di kasih tau sama teman suruh download link y.lalu saya coba order 2x gagal mulu.saya tidak putus asa.hari ke 3 saya coba order lagi kata y gratis minuman.setelah saya coba order lagi.waah beneran ternyata ada bisa.dan beneran kurir y anter minuman y ke rumah gratiiiis.cuma kan dia ambil y di outlet atrium plaza jadi saya gantiin uang parkiran y aja 3000 tapi gak masalah. karena rasa kopi y mantuul banget.jadi saya bagikan link ke teman2 dan sodara2 jg.
2019-07-13 05:20:04,Pengguna Google,5,mantap
2019-07-13 05:14:42,Pengguna Google,5,top
2019-07-13 04:42:21,Pengguna Google,5,rasa nya maknyos fore.saya sangat suka
2019-07-13 04:31:46,Pengguna Google,1,"ice soy coconute latte ga enak ihhhh, latte nya ga berasa, paling gak enak dari yg lain😭 tolong diperbaiki lagi rasanya🙏"
2019-07-13 03:52:46,Pengguna Google,5,mantap
2019-07-13 03:34:40,Pengguna Google,5,sering2 free
2019-07-13 03:18:17,Pengguna Google,5,"Pertama coba pas dapet gratisan dari download app, ternyata kopinya rasanya enak, kemasan dan gelasnya juga lucu, storenya juga banyak di daerahku dan yg dideket rumahpun ada, akhirnya kepincut dan berlangganan deh.. buat yg penikmat kopi, atau non coffee tapi mager buat keluar rumah, cocok banget download app ini, udah harganya murah, banyak promo2 lagi.. download, order and enjoy your coffee.. Let's Go Green 27ED70"
2019-07-13 02:32:42,Pengguna Google,5,oke
2019-07-13 02:21:15,Pengguna Google,5,kalo mau isi refeal code itu dr mana ya
2019-07-13 02:16:44,Pengguna Google,5,"yuhu..... coba kopi from fore tabo....(arti dlm batak enak)cuma knp pas coba pesen masa dpt jauh banget ya digandaria city padahal deket rumah saya ada 2 outlet nya,tp ga masalah ....😇😇😇 makasih peri kopi....🎶🎶itu julukan saya sm fore...."
2019-07-13 01:52:07,Pengguna Google,5,nice coffe
2019-07-13 01:09:39,Pengguna Google,5,"FDE725 Awalnya sih pas liat tmn"" dpt kopi gratis kaya gak percaya gitu, dalam hati mikir ""masa sih hari gini ada yang bagi"" kopi gratis, kan harga biji kopi mahal."" karena penasaran akhirnya nyoba klik link yg di share tmn, dan nyoba order dengan voucher new member, setelah nunggu 10 menit bener aja grab express datang antar kopi. setelah nyoba, wah beneran loh kopinya enak bgt. bikin jatuh cinta dan pengennya nambah terus. galupa juga aku bagi info ketemen"" biar bisa dpt kopi gratis juga 😍"
2019-07-13 00:38:32,Pengguna Google,5,enak bener kopi gratisannya...
2019-07-12 19:17:34,Pengguna Google,4,"fast respon tp driverny kurang bertanggung jawab,,kopi dtumpahin didalam bag,,dan kopi sudah tidak hangat lg.. 2EBEC7"
2019-07-12 18:52:15,Pengguna Google,5,"aku ketagihan pesan nya sampai aku shared juga keteman karna gratis ,, aku karna shared dapet kupon grts makasi fore coffee 😍😍 aku tiap hr minum ini terus malah tempat nya lucu lg ,, makasi ya aku suka banget love coffee 😍😍😘😘"
2019-07-12 17:18:26,Pengguna Google,5,rasanya mantap 😁
2019-07-12 15:15:58,Pengguna Google,5,1D71DF gmna yya cara'a untuk dapetin gratisan coffe'a ?
2019-07-12 15:07:56,Pengguna Google,5,mantul
2019-07-12 14:45:40,Pengguna Google,5,untuk pertama kalinya saya mencoba fore coffee itu enak dan pengiriman coffe nya cepat
2019-07-12 14:27:54,Pengguna Google,2,kopinya sih gratis. cuma kalau kita cantumkan alamat di aplikasi ini pasti di driver gak tercantum alamat rumah nya
2019-07-12 14:25:23,Pengguna Google,5,top
2019-07-12 14:17:02,Pengguna Google,5,enjoy aman
2019-07-12 14:11:54,Pengguna Google,1,"ko nggk bisa masuk"",, tiap mau masuk di apl nya kluar lg. udh di uninstal juga msh gtu juga"
2019-07-12 13:26:28,Pengguna Google,5,ok
2019-07-12 13:19:18,Pengguna Google,5,pertama kali nyobain rasanya aja bikin nagih....
2019-07-12 13:08:30,Pengguna Google,5,yi
2019-07-12 13:03:25,Pengguna Google,3,"kebanyakan out of stock nya terusssss.. enakkk, tp jd bingung mau mesen apa.. kosong semua.. sampe icednya aja ga ada coba.. 😅"
2019-07-12 11:51:28,Pengguna Google,5,baik
